,District,area_col,Code,percent
636,13,2.0284721647415962e-05,9000395B,0.9968727657250405
640,5,8.35310625351955e-08,0900033B,0.17248933801594324
641,5,1.7549885395395876e-05,9002262B,0.9999999999999989
642,5,5.375007072016014e-05,9002250A,1.0000000000000002
643,5,2.1451232629836627e-05,9007230A,0.9999999999999999
644,5,0.00014897039871108767,9000272A,0.6989202923038755
645,13,6.417321773769233e-05,9000272A,0.3010797076961163
646,5,8.643446313150433e-05,9001190A,1.0000000000000007
647,5,2.4671440671626026e-05,9002252A,0.9999999999999999
648,5,6.186819101358639e-05,9001249A,0.9993296004751089
650,5,9.028164960562102e-05,9001452A,0.9987834985796018
652,5,0.00011703943077166804,9001253B,0.9993393342181225
653,5,4.3783141097022674e-05,9001250A,1.0000000000000002
654,5,4.089669734443342e-05,9002287A,0.9847407214739317
656,5,8.198735015428325e-05,9001450A,0.9989908186220595
658,5,8.712671424568834e-08,0900014A,0.9516824330344479
659,5,0.00013547544517663172,9003077A,0.9999999999999986
660,5,0.00023515780530154658,9001332A,0.9992862864676489
661,5,5.139511042491247e-05,9003078B,1.0
662,5,8.973095756187824e-06,9001336A,1.0
663,5,1.6931933441682084e-05,9003552A,1.0000000000000009
664,5,4.935104692864343e-05,9001330A,0.9937628755311925
666,5,6.076297138682083e-05,9001360A,0.9999999999999998
667,5,4.166214804016237e-05,9001339A,0.9690408822874584
669,5,1.1136346603625747e-05,9000555A,1.0000000000000007
670,5,1.908854388761413e-06,9000701A,1.0
671,5,2.0541360002414383e-05,9001359A,0.9999999999999999
672,5,3.424787512717058e-06,9002602A,0.9987562275590476
674,5,3.511964166409907e-05,9002280A,1.0000000000000004
675,5,4.138805112231161e-05,9002279A,1.0000000000000002
677,10,3.3792199137123354e-05,9001492A,0.9965042930762571
679,10,5.0672500117913817e-05,9005319A,0.9997742641903632
681,10,5.919123699789427e-05,9002297B,0.9395646384412211
684,13,2.650235822421691e-05,9001625A,0.9996742451461408
686,10,4.4864977260216824e-05,9005321A,0.9979836104940395
688,10,7.465667307505452e-05,9001490A,0.9996430802470534
690,10,6.010898275386642e-05,9002362A,0.9999886382098061
692,10,5.972170115991051e-05,9001470A,0.9989432555045606
694,10,6.885777936821029e-05,9002839A,0.9981133880195361
695,5,9.989946721328091e-05,9001454A,0.9999999999999999
696,5,8.465006421385835e-05,9001257A,0.994065062007656
698,10,4.603382704903205e-05,9003763A,0.9989546827582736
703,5,5.432727172639323e-05,9001458A,0.9988880121716576
704,5,4.93322992861229e-05,9001461A,0.9965926166305138
706,11,3.105061627016606e-05,9001284A,0.9955390998464851
707,5,6.298497368904801e-05,9005299A,0.9990594938661963
710,5,5.733242775731951e-05,9002247A,0.999998988253767
712,5,3.554021985989753e-05,9007228B,0.9886460783612451
714,5,8.615142908294693e-05,9000006A,0.9999680748001485
716,5,0.00010869879034987865,9000567A,0.9996122562490953
717,5,5.816700644855174e-05,9001220C,1.0000000000000002
718,5,5.495196576954925e-05,9001279A,1.0000000000000002
719,5,4.3410599501357193e-05,9001271A,1.0000000000000009
720,5,4.300185696501513e-05,9001274A,0.9805817789486492
723,11,6.39517120552203e-05,9007385A,0.9963940410278576
724,5,5.433846744383203e-05,9001175A,0.9993085435955325
726,5,8.93730314163773e-05,9003036A,0.9892673003379663
728,5,0.00010303233356944051,9001472A,0.9991656205222808
730,5,2.1264290024217138e-05,9007367A,0.372926923731306
731,13,3.5755701483650544e-05,9007367A,0.6270730762685599
732,5,3.044922053899917e-05,9002373A,0.9852125899191336
733,5,3.761861474791563e-05,9002064A,0.9992747955595902
735,5,6.614544226926786e-05,9001525A,0.9545347229197543
737,5,4.829353785663264e-05,9001111A,0.9928400637412289
739,5,6.757750643275709e-05,9001522A,1.000000000000001
740,5,4.954998507885561e-05,9002890A,0.9999999999999996
741,5,5.812214364023331e-05,9003741A,0.9999667123986861
743,5,8.545956032926585e-05,9001467A,0.9999261177049142
745,5,1.4675973851951699e-05,9000544A,0.15903723356644925
746,13,7.75961250980752e-05,9000544A,0.8408759238442541
747,5,2.7165729693000083e-05,9001377A,0.9846317666650068
748,5,0.00012364785921171776,9002358A,1.0000000000000004
752,5,3.071894073012761e-05,9001984B,1.0
753,5,4.4783829360327954e-05,9000944B,1.0000000000000002
754,5,2.5442834851301474e-05,9001533A,1.0000000000000002
755,5,0.00023903521165133157,9001456A,0.9999999999999999
757,5,7.358535098986207e-05,9005424A,0.9999999999999992
758,5,2.7209134269390938e-05,9001983A,0.9999999999999996
761,5,6.872242791175436e-08,9000122A,0.9943853025868663
762,5,2.922122864721212e-05,9001444A,0.9805988830998015
763,5,3.2649548305861955e-05,9001480A,0.9999988503305814
764,5,6.120108839693825e-05,9003181A,1.0000000000000002
765,5,0.0006061659908934843,9001343C,0.9997903940303629
766,5,3.973512636231901e-05,9001608A,0.9999999999999998
767,5,2.939064083234497e-05,9002232A,0.9999999999999999
768,5,5.665226478755905e-05,9002271A,0.9999999999999998
769,5,6.422793061705974e-05,9002231A,1.0
770,5,5.356861842011618e-05,9001440A,0.9990638206517775
771,5,5.569840194898125e-05,9002270A,0.9981612112201682
772,5,0.0006597054968536612,9001352A,0.9956455774277231
774,5,8.72999869617521e-05,9002238A,0.9929578290630738
775,5,0.00010225593302547252,9002716A,0.9050382956506826
778,11,6.187892125342997e-05,9002368A,0.99781326187389
780,13,5.9386511232452825e-05,9001630A,0.9999933910728879
781,5,2.8048503758378656e-05,9001693A,0.9976363225689209
783,5,6.108174080904514e-05,9000884B,0.9966966974265937
787,13,7.260018312293026e-05,9001621A,0.9999979749927319
788,5,3.618545356687385e-05,9003036C,0.9844777632555433
791,10,3.1894035985907684e-05,9005315A,0.9965466200585309
793,10,3.0475361182605663e-05,9005313A,0.9997304562800464
795,10,3.8738312016581775e-05,9001711A,0.9976271974213844
797,10,3.4583609342845086e-05,9007221A,0.9957290240335553
799,11,0.00039296441741291184,9001361A,0.9989488827737314
801,11,0.00026169269353615505,9000267A,0.987930969343775
804,5,6.944052997876371e-05,9001433A,0.9960685434470671
805,5,5.2133241534364256e-05,9001430A,0.99676027703167
806,5,7.596536490302847e-05,9001436B,0.9997514440164688
807,5,5.057699539478497e-05,9001605A,0.7362199869748284
808,13,1.8121214772812007e-05,9001605A,0.2637800130251182
822,6,5.140571856814922e-05,9000184B,0.9999999999999998
823,6,5.143701681508908e-05,9000510A,0.9999999999999999
824,6,5.5667119316582006e-05,9000078A,0.9959574670419633
826,6,7.2306954250673e-05,9002281A,0.9999999999999998
827,6,6.23516666320797e-05,9000382A,0.9965798173271585
829,6,6.0508888602094654e-05,9000472A,1.0000000000000002
830,6,6.626458506331522e-05,9002754A,0.9986641741448536
832,6,0.00012875367692597318,9000457A,1.0000000000000002
833,6,5.840041201681505e-05,9000101A,1.0000000000000002
834,6,0.00011426397560011834,9000510B,0.9999999999999999
835,6,0.00013336000190524052,9000474A,1.0000000000000004
836,6,5.1119116380844655e-05,9000406B,1.0000000000000002
837,6,7.871568202719997e-05,9000381B,1.0000000000000002
838,6,6.323385452237739e-05,9000512C,0.9999999999999998
839,6,9.792547601819232e-05,9002894A,0.999270885661468
841,6,3.1544089556191044e-05,9000576A,0.9999999999999998
842,6,3.326768037212976e-05,9001064A,1.0000000000000002
843,6,6.390396837184742e-05,9004201A,1.0000000000000002
844,6,7.921890853367714e-05,9000465A,0.990727775142856
846,6,0.00020977395023934908,9000094B,1.0000000000000002
847,6,0.0001011144559352264,9000090A,0.9999999999999987
848,6,5.4474593170263275e-05,9000469A,0.9999999999999998
849,6,5.369230877468357e-05,9000386B,1.0000000000000002
850,6,5.382972004747042e-05,9000383A,0.9999999999999998
851,6,6.01369134304327e-05,9000097C,1.0000000000000007
852,6,0.0001344399778144329,9000148A,1.0000000000000002
853,6,8.587292398635334e-05,9000151A,0.9999999999999993
854,6,4.569647791069065e-05,9002321A,1.0000000000000002
855,6,4.4580033865334836e-05,9000404A,1.0000000000000002
856,6,0.00048296237782535957,9000197A,0.9997400304073112
858,6,6.908254914318652e-05,9000157A,1.0000000000000004
859,6,3.4211572405689735e-06,9000197D,0.9538913728417958
861,6,0.00012180718610559566,9005107A,1.0000000000000002
862,6,9.467148925217743e-05,9002131A,1.0000000000000002
863,6,8.401739613004008e-05,9000177A,0.9999999999999997
864,6,6.457236029180535e-05,9000408A,0.9999999999999996
865,6,6.981369487312572e-05,9000727A,0.9999999999999997
866,6,7.383483553935979e-05,9000805B,1.0000000000000004
867,6,6.81720062212528e-05,9004204A,0.9997679531862206
869,6,5.3290596056463985e-05,9005189A,1.0
870,6,7.13901104046676e-05,9000415A,1.0
871,6,6.929311574781033e-05,9000201A,0.9999999999999998
873,12,0.00010777448900740576,9006293A,0.9999964048160032
875,12,0.00014154695990653104,9006260A,0.9999252976952119
877,7,4.5278465744474606e-05,9000399A,0.9981973254990524
879,7,0.00012168840447648626,9000993A,0.9983795590526204
882,7,4.306556562031153e-05,9002314A,0.9988954798407775
886,12,0.00012983148804506425,9000073A,0.9965291720213152
888,12,0.00016923554219057968,9000417A,0.9999185502217657
889,6,7.932221289543895e-05,9000155B,0.9999999999999997
890,6,6.36446761230489e-05,9000159A,0.9999999999999996
891,6,0.00016154238242345982,9000160A,0.9999999999999997
892,6,9.173612831747986e-05,9000777B,0.9999999999999999
894,7,0.00014599856672468462,9002796A,0.9989590167433179
896,7,8.04711618580275e-05,9000467C,0.9994545791160925
898,7,0.0003138127971096672,9000232A,0.9995986154544515
900,7,0.00014584930335387566,9000167A,0.9992901806708382
902,7,8.151150160469188e-05,9000574A,0.9992547665217779
904,7,6.622327254578075e-05,9000396A,0.998978039228414
906,7,7.200610778748345e-05,9000391A,0.9999871603448688
907,6,0.00020601047593055214,9000836A,0.9957460839438911
909,6,0.00011122514653586143,9000424A,0.999559219064204
911,6,9.633180239151427e-05,9000436A,0.9999999999999991
912,6,7.890125525747607e-05,9000058A,0.999380608136223
914,7,0.00018875660092002792,9000046A,0.9999999999999996
915,7,0.00010366701144078237,9000036A,0.8906269455194192
916,12,1.2713186572001238e-05,9000036A,0.1092218861822579
922,12,8.58077823282332e-05,9000362A,0.9970663880490298
923,7,9.245333877400086e-07,9002902A,0.9993092805344357
924,7,5.165124167076202e-07,9002898A,0.9900102461900449
926,12,0.0007638411874038632,9003613A,0.9976071800725125
929,12,5.264762954546472e-06,9002694A,0.992708781678193
930,7,8.992886703783359e-05,9002269A,0.9997443305138516
933,12,8.776014607913097e-05,9002276B,0.9990872674442381
935,12,0.00018233277884015055,9000072A,0.998707441422095
937,7,0.000528348114096797,9002256A,0.9998679968740589
940,7,2.0753033276768405e-06,9000349D,0.23012875379572736
941,12,6.942706344939265e-06,9000349D,0.7698712462043301
942,7,1.857276185576635e-06,9002536A,0.21336483181791932
943,12,6.847420693249029e-06,9002536A,0.7866351681820646
944,7,8.005942561154086e-05,9006216A,1.0000000000000002
945,7,6.493463305778118e-05,9002398A,0.9999999999999998
946,7,9.933802895445e-05,9000324A,0.9999999912779902
947,7,0.00024991944633660703,9000027A,0.9968766485139845
948,7,0.0001179900262961087,9001065C,0.9968368043647265
949,7,9.580508301300423e-05,9000316A,0.9994922236728658
950,7,6.0774187261585915e-05,9002824A,0.9988685657685461
951,7,0.0005140580267156008,9000305A,0.9850125223123554
953,7,7.295261114787268e-05,9000344A,0.9999999999999997
954,7,8.432499162224939e-05,9000321A,0.9999999999999996
955,7,0.00010014681617271638,9000998B,0.9999833663121511
956,7,7.334025150862889e-05,9006214A,0.9966292550965863
957,7,0.00012751365866500218,9000134A,0.999704404081129
958,7,7.114308955331094e-05,9005635A,0.9999999999999994
959,7,0.00020996573618845227,9001700C,0.9989052573997821
960,7,8.001188969178188e-05,9007744A,1.0000000000000004
961,7,5.9908334104053915e-05,9000301A,1.0000000000000007
962,7,0.00041601408415416446,9000068A,1.0000000000000007
963,7,6.20761767870005e-05,9000379A,0.9999996181590238
965,7,4.505308937797405e-05,9005669A,0.9999999999999997
966,7,4.723872546884797e-05,9000113A,0.9997950861842092
967,7,0.00014287089056820465,9004212B,0.9990047241809724
968,7,7.974855783936212e-05,9000069B,1.0000000000000002
969,7,2.947888310753607e-05,9002903B,1.0
970,7,6.454486963346029e-05,9002897A,1.0000000000000002
971,7,6.083049743255776e-05,9000314A,0.9999999999999999
972,7,9.12781894427278e-05,9000325A,0.9991843418610914
973,7,0.00010357226224411099,9000300A,0.9999999999999999
974,7,0.00029206549441539983,9000163A,0.9995513605064356
976,7,0.00013113166837280297,9000374A,1.0
977,7,0.00010342498411613371,9000144A,0.9999999999999999
978,7,0.00010093408461160183,9000327A,0.9996472808360594
979,7,0.0002654975039123478,9000532A,0.9999123635666929
981,7,6.499856912137213e-05,9007735A,0.9999999999999998
982,7,0.00010981876551957435,9000331A,1.0000000000000004
983,7,0.00012731716389503941,9006209A,1.0000000000000002
984,7,8.215260404402824e-05,9000390A,1.0000000000000002
985,7,8.013564057915021e-05,9001077A,0.9990749596754673
986,7,6.132050736657288e-05,9005666A,1.0
987,7,0.00012408045133814298,9002888A,1.0000000000000004
988,7,8.53331071021859e-05,9007737A,0.9999999999999997
989,7,0.00019636782039454586,9000308B,0.9983303934309076
990,7,6.27540225052115e-05,9004225B,1.0000000000000002
991,7,0.00010637498132082662,9000009A,0.9999999999999999
992,7,8.15675183625037e-05,9008147A,0.9999999999999996
993,7,7.056638744435886e-05,9002730A,1.0000000000000009
994,7,0.00012953285088565086,9003606A,0.9999999999999996
996,12,0.00010225383181989211,9000223A,0.9998680632580891
998,12,0.00011809319440120897,9000340A,0.9981896551030703
999,7,0.00014027031191869832,9007311A,1.0000000000000009
1000,7,8.165335460353647e-05,9000656A,1.0000000000000009
1001,7,0.0005100990616839748,9000634A,0.9955349545010078
1002,7,0.00017123059174257516,9000021A,0.9993297297572061
1003,7,9.972687129282593e-05,9000632A,0.9999999999999998
1004,7,0.0004911543794824055,9000654A,0.999999999999998
1005,7,0.0004911899002807611,9005656A,0.9999999999999984
1006,7,5.981439528594042e-05,9000655A,1.0000000000000002
1007,7,0.0012293059871292514,9000640A,0.9879319709682453
1008,7,6.378370261663349e-05,9003374A,0.9999999999999993
1009,7,0.0007524315097333944,9005645A,0.9976881358055173
1010,7,9.602921576388564e-05,9000645B,0.9999999999999999
1011,7,8.346068175156678e-05,9000637A,1.0000000000000002
1012,7,0.00010512228622965296,9000641D,0.997100808433365
1013,7,0.0001134908868196347,9007313A,1.0000000000000002
1023,8,5.0232756811750357e-05,9000908B,0.9999999999999996
1024,8,4.9061891802235307e-05,9000948A,0.9742950267384461
1026,8,4.104033256233844e-05,9002136A,1.0000000000000002
1027,8,4.6900577869611735e-05,9002090A,0.9999999999999991
1028,8,8.586305810503749e-05,9002167A,1.0000000000000004
1029,8,7.849623971861326e-05,9002107A,0.9828003448376402
1031,8,4.412479513773557e-05,9000945B,1.0000000000000002
1032,8,6.178837810672583e-05,9002124A,0.9982737131837086
1033,8,6.240928293439651e-05,9002143A,1.0000000000000002
1034,8,4.894106820345515e-05,9002127A,0.9999999999999998
1035,8,7.251438858421615e-05,9002128A,0.9998778462444518
1036,8,6.264085632593538e-05,9002133A,0.9911568883656692
1038,8,4.824216461545161e-05,9002137A,1.0000000000000002
1039,8,4.3012342647255846e-05,9002087A,1.0000000000000007
1040,8,4.497267519535385e-05,9002086A,0.9990467919824302
1042,8,4.336518130257074e-05,9007166A,1.0000000000000002
1043,8,2.881095843824662e-05,9007168C,0.9999999999999999
1044,8,3.842692872033055e-05,9002129B,0.9999999999999997
1045,8,5.761413686749459e-05,9002556A,0.9998845416523193
1047,8,4.210695205703115e-05,9002135A,0.9992292270761006
1049,8,4.073919939796177e-05,9003969B,0.9983707183010757
1058,11,3.5643443593003854e-06,9001320B,0.9970728954293313
1061,8,5.106588072457172e-05,9002503A,0.9990807605251792
1062,8,6.166200288999183e-05,9000288A,1.0
1063,8,1.1771171915142203e-05,9002063B,0.9915549873281749
1065,8,5.73727077313951e-05,9002499A,0.9965706182032521
1066,8,4.5299932554031726e-05,9002491A,0.997780707226231
1068,8,3.742569672810859e-05,9001000A,0.9999999999999998
1070,10,3.0899821415597935e-06,9002557A,0.9973672542603238
1076,8,5.446822942693932e-05,9002494A,0.9999897307087444
1077,8,5.0802923372682215e-05,9003866A,0.9999999999999998
1078,8,5.381349459743907e-05,9003662A,1.0000000000000004
1079,8,4.977950339157464e-05,9000296C,0.9820729022147727
1081,8,4.6139465391991403e-05,9002572A,0.97584776490066
1083,8,4.531685951001539e-05,9001799A,1.0000000000000002
1084,8,4.239229769984938e-05,9002510A,0.9999999999999999
1087,10,5.259338980738616e-05,9001776B,0.9992024429776187
1089,10,5.672139418632264e-05,9002095A,0.9898187091302898
1091,10,0.00010817208259064367,9002334A,0.99867986049522
1093,10,5.484440328210251e-05,9004219A,0.9996492063441904
1095,10,5.668701400411942e-05,9001729A,0.9992745345127416
1097,10,3.125056563624514e-05,9001768A,0.9991557088679152
1099,10,2.13492403268461e-05,9002110A,0.999473442308061
1101,10,2.9165058321345355e-05,9002114A,0.9990561906196337
1103,10,4.3629977139040124e-05,9001769C,0.9992916972340957
1105,10,4.3449687222688814e-05,9002091A,0.998940418142244
1107,10,5.8526218039095705e-05,9002083A,0.9993413747384085
1109,10,7.111818725083183e-05,9002102A,0.9218826220997681
1111,10,2.417578657751955e-05,9002116A,0.9997612368788075
1112,8,5.6185852435737406e-05,9002504A,0.9982052736467969
1113,8,6.310008815754323e-05,9002505A,0.9999999999999993
1114,8,4.940525088362634e-05,9002558A,1.0000000000000002
1115,8,5.558939120276442e-05,9002568A,1.0000000000000004
1116,8,6.989426568703985e-05,9001159B,0.999863358836041
1118,8,5.7209759892155534e-05,9000294A,0.9938299476931345
1121,8,4.927164415598036e-05,9000295B,0.9845737790624737
1123,8,3.8304142984972764e-05,9002531A,0.9987769369940385
1125,8,4.991819655671612e-05,9002529B,0.9991493205856794
1127,8,5.210348424906547e-05,9001964A,0.9999999999999994
1128,8,6.130399643659085e-05,9002566A,0.994858842816475
1133,8,4.0079543803642294e-05,9000282B,0.9987288414525928
1134,8,6.714341582896222e-05,9000283A,0.9945635776892788
1135,8,4.893607727280713e-05,9005205A,1.0
1136,8,4.2694468542662224e-05,9002177A,1.0
1137,8,3.999091034753573e-05,9002157A,0.9956624893435319
1139,8,5.073931483547164e-05,9001762A,0.9999999999999994
1140,8,5.130596821500249e-05,9002214A,1.0000000000000002
1141,8,2.804677701095504e-05,9005484A,0.9966024828339634
1143,8,4.344558801518096e-05,9002166A,0.9999981396605421
1145,8,4.953837009280904e-05,9002485A,1.0000000000000002
1146,8,4.3605492604687205e-05,9002908A,0.9987076410835821
1148,15,5.6889433590586975e-05,9002583A,0.994837099844302
1150,15,6.588786899630492e-05,9002584A,0.9969885894841402
1151,8,5.203090817771795e-05,9002162C,1.0
1152,8,4.3578668436413684e-05,9002219B,1.0
1153,8,4.1412815234944976e-05,9000285A,1.0000000000000002
1154,8,4.070761134054699e-05,9001684B,0.9999999999999996
1155,8,3.59357799172129e-05,9002492A,1.0
1156,8,3.812485636564211e-05,9002481A,0.9970586943709159
1158,8,4.316192449069802e-05,9002482A,1.0000000000000007
1159,8,3.77064017452664e-05,9002153A,0.9972868456466077
1161,8,4.650108536313186e-05,9003240A,0.9999999999999992
1162,8,4.954135328483362e-05,9002178A,1.0000000000000002
1163,8,4.039197737458771e-05,9002073A,1.0000000000000002
1164,8,4.960478476897941e-05,9002489A,1.0000000000000002
1165,8,2.773656513998972e-05,9002454A,1.0000000000000004
1166,8,4.340990771832373e-05,9001024A,0.9932782823764513
1168,8,3.2461002818495064e-05,9002074C,0.9985166274408628
1170,8,3.3268952144401165e-05,9002451A,0.9973478663400911
1172,8,3.83306443913233e-05,9002156C,0.9982888414477624
1174,8,5.797991364716114e-05,9002212A,0.9999999999999999
1175,8,3.961270040080221e-05,9001026A,0.9982370203622386
1177,8,4.1889890664061463e-05,9001189B,0.9999999999999997
1178,8,4.7240990278824174e-05,9001974A,0.9996097249482104
1180,8,4.2103230423389035e-05,9001773A,0.9999999999999999
1181,8,4.667900813889616e-05,9002077A,0.9975036537774765
1183,8,4.1124599780411393e-05,9001747A,0.9999999999999997
1191,8,3.580950195249661e-05,9000290A,0.9978350175379055
1193,8,3.856631704674869e-05,9000289A,0.9972154438911419
1195,8,8.736170828473214e-07,9002449A,0.8697851543668106
1196,8,4.1237072398570807e-05,9001314A,0.9941031778994973
1198,8,3.005872522405668e-05,9002024A,0.9950084584447636
1201,9,4.739984334965529e-05,9002059A,0.983895926751219
1203,9,4.9365546598265516e-05,9002523A,0.988765589000324
1205,9,1.559023016468449e-05,9001957A,0.9999308825057952
1207,9,5.75700380926957e-05,9000824A,0.9999562147020356
1209,9,4.6239937726074574e-05,9002456A,0.9997268058698902
1211,9,5.257671530816625e-05,9002022A,0.9999624377588876
1218,14,3.8811557544585334e-05,9001348B,0.998660597251835
1220,14,0.00010703226193460866,9003951B,0.9993734587468768
1221,9,4.8597177208369976e-05,9002829A,0.9985114879500842
1223,9,3.478381786183727e-05,9000958A,0.99564201709431
1228,9,1.7024771333965048e-06,9002822A,0.976920594763391
1231,14,2.3933114188143752e-05,9002624A,0.9999930152844448
1232,9,4.44378085494448e-05,9001053A,1.0000000000000002
1233,9,9.797204927394795e-05,9001940D,0.9842495425174643
1235,9,8.846862877831837e-05,9002929A,0.9729908274211807
1236,9,4.6888975945926445e-05,9001991A,1.0
1237,9,3.776049465923849e-05,9001706D,0.9999999999999997
1238,9,3.8108951787071874e-05,9001987A,0.9999999999999998
1239,9,3.817361378779707e-05,9001980A,0.9999999999999997
1240,9,4.999995717559508e-05,9001993B,0.9964234113070622
1241,9,5.6269791339718e-05,9001548A,1.0000000000000002
1242,9,2.0213289938753132e-05,9000720C,1.0
1243,9,5.9489828822687124e-05,9001950A,1.0000000000000002
1244,9,2.8494692023082517e-05,9001130B,0.9965009409027553
1246,9,2.871084822891822e-06,9002761A,1.0000000000000002
1247,9,3.583072880525203e-05,9001003A,1.0000000000000007
1248,9,4.520301339509279e-05,9002042B,1.0
1249,9,4.557890830704151e-05,9001325A,0.9999999999999991
1250,9,4.775002400832894e-05,9001031A,0.9999999999999994
1251,9,5.1938377327777994e-05,9001081C,1.0000000000000004
1252,9,5.656506221427457e-05,9002033A,1.0
1253,9,4.794323474274733e-05,9001081A,0.9999999999999997
1254,9,5.7638710583915696e-05,9001997B,1.0
1255,9,4.9685024444521896e-05,9002050A,0.9999999999999998
1256,9,4.05170186159922e-05,9002010A,1.0000000000000004
1257,9,4.789501469205373e-05,9002043A,1.0
1258,9,4.596810855468911e-05,9001966A,0.9999999999999997
1259,9,5.547113852181857e-05,9001563B,1.0000000000000002
1260,9,3.712947891365589e-05,9002005A,0.9999999999999998
1261,9,5.6662697778449375e-05,9001712B,0.9999999999999997
1262,9,0.000169479302522553,9002039A,1.0
1263,9,4.7531670521282774e-05,9002344A,0.9999999999999997
1264,9,5.146161353772236e-05,9002027A,1.0
1265,9,5.390553465194165e-05,9000985A,1.0
1266,9,6.334857333979401e-05,9002521A,1.0
1267,9,4.0658952950425347e-05,9002047A,0.9999999999999997
1268,9,4.351735655806643e-05,9002673A,1.0000000000000002
1269,9,4.715442454213759e-05,9002525A,1.0000000000000002
1270,9,4.8264003882542885e-05,9000623A,0.9999999999999999
1271,9,5.944941255985011e-05,9001941A,1.0
1272,9,5.7637870932813746e-05,9000280C,0.9999999999999998
1273,9,6.748436832266026e-05,9001453A,0.9768452662925579
1275,9,4.158470619264375e-05,9001943A,0.9999999999999999
