,District,area_col,Code,percent
1276,9,6.10530356739677e-05,9001932B,0.9988652490718859
1278,9,4.17412586264323e-05,9002471A,1.0
1279,9,3.0184893054237865e-05,9002020D,1.0
1280,9,0.00017352546794826277,9001958A,1.0000000000000002
1281,9,4.0632068791435405e-05,9002020A,0.9999999999999997
1282,9,3.1504792906015194e-05,9001583B,1.0000000000000002
1283,9,4.12988595300712e-05,9002465A,1.0
1284,9,4.026308243681309e-05,9001719A,1.0000000000000004
1285,9,3.9566557747098886e-05,9002472A,1.0000000000000004
1286,9,3.0447569493866407e-05,9001961A,1.0000000000000002
1287,9,4.637545012889795e-05,9002461A,0.9999999999999999
1288,9,4.1541040006198205e-05,9001582C,0.9999999999999996
1289,10,3.8909949946569075e-05,9001721A,0.9999999999999994
1290,10,4.333857599313001e-05,9001720A,0.9999999999999999
1291,10,2.2681356352500173e-05,9001814A,0.9997824445452898
1293,10,7.052613616217518e-06,9000476A,0.1940780867535231
1294,13,2.9286438021148016e-05,9000476A,0.8059219132464578
1295,10,2.9656807318374727e-05,9002017A,0.9949746528334502
1297,10,1.9265691223872197e-05,9002113A,0.9999999999999994
1298,10,4.4894052348714137e-05,9002339A,1.0000000000000002
1299,10,4.8269092190195454e-05,9000650C,1.0000000000000002
1300,10,9.083408554431521e-05,9007349A,0.9982022865389407
1301,10,3.636328130393751e-05,9002322B,1.0000000000000004
1302,10,7.281388249687425e-05,9002302A,0.9990245372693944
1303,10,5.141653720925863e-05,9001786A,0.9999999999999999
1304,10,4.139579840782059e-05,9001732A,1.0000000000000002
1305,10,5.1965191162130824e-05,9002323B,0.9999999999999998
1306,10,7.72796442962349e-05,9002343A,0.9915883228661749
1307,10,2.9183506902406912e-05,9002097A,1.0
1309,13,4.828611031805856e-05,9001541A,0.9007186987041947
1310,10,5.591787441270499e-05,9005316B,1.0
1311,10,8.496632190586439e-05,9002193A,0.9920887840303706
1312,10,4.5931127573762946e-05,9002357A,0.9999999999999997
1313,10,5.340539028824236e-05,9002356A,0.9999999999999999
1314,10,4.886124136626951e-05,9002345A,1.0000000000000009
1315,10,7.47995651245069e-05,9001770A,0.9999999999999994
1316,10,6.835583061977697e-05,9002363A,0.9986410309430674
1317,10,4.437699826056216e-05,9002340A,1.0
1318,10,6.117989923089509e-05,9001716A,1.0000000000000002
1319,10,5.766527846858909e-05,9001787A,1.0
1320,10,5.1248691478859355e-05,9001783A,1.0000000000000002
1321,10,3.514418025008002e-05,9001765A,1.0000000000000004
1322,10,3.9505305526767564e-05,9005494B,1.0
1323,10,4.867146304252065e-05,9001784A,0.9999999999999996
1324,10,7.317631591715567e-05,9002068A,1.0000000000000004
1325,10,5.161386422755949e-05,9002330A,1.0000000000000002
1326,10,4.579679665453268e-05,9002190A,0.9999999999999992
1327,10,2.1300181957432373e-05,9000999A,1.0
1328,10,2.2751295258761647e-05,9003184A,1.0000000000000002
1329,10,4.2007864934749e-05,9001617A,1.0000000000000002
1330,10,7.483298001520644e-05,9007226B,1.0000000000000002
1331,10,5.317719687731399e-05,9005503A,1.0000000000000002
1332,10,3.4870653720084057e-05,9000989A,1.0000000000000004
1333,10,4.8581671300055306e-05,9001631A,0.9969678424296653
1335,10,5.393993933719222e-05,9002306A,0.9999999999999998
1336,10,4.5329363039650675e-05,9002007A,1.0000000000000004
1337,10,2.0824458174264264e-05,9001543A,0.9995699881114266
1339,10,2.5278765596725103e-05,9001008A,0.9999999999999996
1340,10,1.8084084574623324e-05,9002108A,1.0000000000000002
1341,10,3.414541372959319e-05,9001668A,1.0000000000000002
1342,10,3.644374878756586e-05,9001632B,1.0000000000000002
1344,13,1.6808758763945323e-05,9000049A,0.9988626853404949
1346,13,3.160947032322113e-05,9002158A,0.9978181919153508
1348,13,6.7083029127320594e-06,9001628A,0.9937791870534897
1349,10,2.2248724179027104e-06,9000050A,0.9936874425447133
1363,11,3.614200448560343e-06,9002739A,0.9999999999999998
1364,11,3.85878184626695e-05,9002182A,0.9909725223429022
1365,11,2.976088392032583e-05,9002181A,0.9574251318947512
1366,11,5.867878936640048e-05,9003406A,1.0000000000000004
1367,11,4.347484887184599e-05,9005934A,0.9951025126689006
1368,11,7.46399692515621e-05,9001558A,1.0000000000000007
1369,11,5.223393885787593e-05,9002397A,0.9994756735205019
1370,11,6.743130613775463e-05,9001489C,1.0000000000000004
1371,11,9.027580143037222e-05,9002409A,0.9899949940272345
1372,11,9.263090786129628e-05,9000449A,0.9963300638771114
1373,11,5.173046466169399e-05,9000451A,0.9979071188673824
1374,11,3.969871034156272e-05,9000286A,0.9993524301798767
1375,11,2.467069901383976e-08,9002879A,0.8018640418288642
1379,11,4.638719467021647e-05,9005818A,0.998646301299983
1380,11,2.8857392119576252e-05,9007388A,0.9999999999999998
1381,11,8.560461919623983e-05,9007382A,0.9999999999999993
1382,11,2.4143586910934653e-05,9001296A,1.0000000000000002
1383,11,0.000162767537688383,9000039A,0.9923930906971249
1384,11,3.907709266865098e-05,9005816A,1.0000000000000004
1385,11,2.739254178395815e-05,9001303A,1.0
1386,11,5.702291363079491e-05,9005936A,1.0
1387,11,4.0467750496367205e-05,9002392A,0.9986642767591277
1392,11,1.2010510533151575e-06,9000626A,1.0000000000000002
1393,11,2.273573775348486e-05,9001281C,1.0
1394,11,2.479607498097541e-05,9002395A,1.0
1395,11,4.822441849120598e-05,9002394A,0.9999999999999996
1396,11,3.509118066410251e-05,9002405A,0.9905132201617971
1406,11,4.963214902432186e-05,9002863A,0.9998519600349862
1407,11,4.187101655636088e-05,9003235A,1.0000000000000009
1408,11,7.35705439136649e-05,9003202A,0.9999999999999997
1409,11,8.478587774220318e-05,9001516A,0.9834229989572119
1410,11,9.241499389833114e-05,9001514A,1.0000000000000002
1411,11,6.0657744474461284e-05,9001547A,0.9999999999999998
1412,11,4.8428185612313725e-05,9001542A,0.9994032623792257
1413,11,5.522547794074355e-05,9001244A,0.9905100928379442
1414,11,9.616363215653196e-05,9001557A,0.9999452204306885
1415,11,2.1264727698906465e-05,9001320A,0.9838553335995915
1416,11,8.839017010851206e-05,9002917A,0.9999999999999999
1417,11,9.529246509504178e-05,9003197A,0.9836169870038229
1418,11,5.7672307960997265e-05,9001243A,0.9999933223305064
1419,11,8.770984632395701e-05,9001553B,0.9940950909091413
1420,11,6.630064331789148e-05,9001569A,1.0
1421,11,2.5483547833101196e-05,9002378A,0.9877930124062249
1422,11,5.5208577424238866e-05,9001165A,0.9943229116128866
1423,11,7.010115998579318e-05,9002921A,0.9999999999999994
1424,11,6.975100146362797e-05,9001564A,0.9999999999999996
1425,11,4.146893712558795e-05,9001137A,0.9903061590351572
1426,11,7.281614026880177e-05,9002913A,0.9902368464917968
1427,11,6.359040769077797e-05,9001566A,1.0
1428,11,3.703642099222134e-05,9002417A,0.9999999999999998
1429,11,0.0014559859223907555,9002421A,0.9994195201700655
1430,11,9.972235240770785e-05,9001876A,1.0000000000000002
1431,11,2.3138153539784478e-05,9006344A,0.9999999999999999
1432,11,3.0112112503355918e-05,9002424A,0.9999999999999993
1435,11,0.00033110934507439034,9007697A,1.0000000000000002
1436,11,0.0002761175235928397,9001367B,0.9940626633204049
1437,11,0.00020891756108212944,9005925A,1.0000000000000002
1438,11,0.00010422747301489633,9005833A,0.9998411180149833
1439,11,0.00023655907768941196,9007689A,0.9987696542528683
1440,11,3.417469023081515e-05,9005827A,1.0
1441,11,2.7922193560011245e-05,9002766A,0.9706677715726363
1442,11,0.0001387139554723862,9001307A,1.0000000000000004
1443,11,0.0005522514783082476,9005927A,1.0
1444,11,0.00026305322986443593,9001382A,1.0000000000000002
1445,11,2.7674863056669598e-05,9001318A,0.9897785345325242
1446,11,0.00027481019390747217,9005918A,0.9979701655261202
1447,11,5.601923842658678e-05,9001316A,0.9976915686466796
1448,11,0.0005894215838299157,9001355A,0.9999999999999989
1449,11,0.0001769788503440065,9005931A,0.9965543399266256
1450,11,0.00016574168031601848,9001379A,0.9999965083007619
1451,11,0.0005430940420276803,9002415A,0.9973023657884569
1456,11,3.57976918078851e-05,9001554A,1.0
1458,11,0.0001598430464226059,9002443A,0.9987487894699837
1459,11,0.00014761187601777903,9002433A,0.999984994004837
1460,11,2.823920840901917e-06,9000020A,0.9503195447997659
1461,11,8.500685269519762e-05,9001718A,1.0000000000000002
1462,11,0.00012823011091405142,9000452B,1.0000000000000004
1463,11,0.00010457458831127451,9002430A,0.9999999999999998
1464,11,8.840912542007922e-05,9000004A,0.9999999999999989
1465,11,8.249214533831996e-05,9002186A,0.9993804982693072
1466,11,3.4281196026535606e-05,9001321A,0.9999966591972946
1467,11,0.0001243547521447557,9001395A,0.9999999999999989
1468,11,0.00010137921761583532,9002189B,1.0000000000000002
1469,11,9.439252546267946e-05,9002562A,1.0
1470,11,0.00019278648827253633,9002199A,0.9829512711333815
1471,12,0.00020547463039042482,9006241C,1.0000000000000004
1472,12,0.0008635681793002346,9006239A,1.0000000000000016
1473,12,0.00039762580484692985,9006232A,1.0000000000000009
1474,12,5.922355894203356e-05,9007794A,0.9999999999999999
1475,12,7.049387684802408e-05,9001276B,0.9999999999999998
1476,12,8.968840572298747e-05,9007790B,0.9999999999999997
1477,12,0.00017953445019620876,9006253A,1.0000000000000002
1478,12,0.00011223193973433515,9000342B,1.0000000000000007
1479,12,0.0001059960946759574,9006258A,0.9999999999999999
1480,12,9.442305539241053e-05,9000343C,1.0000000000000002
1481,12,7.114263868340142e-05,9001805A,1.0
1482,12,0.00019128191578681952,9007774B,0.9999999999999999
1483,12,1.244236378512421e-06,9006293G,1.0
1484,12,6.879013122690949e-05,9000352A,0.9999999999999984
1485,12,8.036430789206774e-05,9007803A,0.9999999999999994
1486,12,0.00013845579138456717,9003626A,1.0000000000000002
1487,12,0.00014261138738202428,9007847A,1.0000000000000007
1488,12,0.00011349710582417259,9000559A,1.0
1489,12,0.00018929580579293658,9007807A,0.9999999999999996
1490,12,0.00019027759383269464,9006277A,0.9999999999999999
1491,12,2.731118639289211e-05,9006276B,0.9999999999999998
1492,12,1.6788822497289313e-08,9002541A,1.0
1493,12,0.0002220179960739208,9006246A,0.9999990335904317
1494,12,0.00019113481646173546,9000350A,0.9997082236323656
1495,12,0.00010490134141056708,9006247A,0.9999999999999992
1496,12,1.988766897474465e-07,9001744A,0.7749514883828978
1497,12,0.00023717452472916186,9006251A,0.9999187730947074
1498,12,0.00014881244691991924,9007785A,1.0000000000000009
1499,12,0.00011069215682544971,9003614A,1.0000000000000004
1500,12,0.00012637728362208572,9000334A,0.9999999999999991
1501,12,0.0001269015695091172,9006274A,1.0
1502,12,0.00011696265743264669,9004210A,0.9999999999999998
1504,12,1.892018409827013e-05,9000624C,1.0000000000000004
1505,12,9.51752849122517e-06,9002622A,1.0000000000000004
1506,12,4.247114965740346e-07,9002579A,1.0
1507,12,5.264738391642701e-06,9002679A,1.0000000000000002
1508,12,0.0001346612358443056,9003465A,0.98756641625371
1509,12,0.00011219560174788453,9000364A,1.0000000000000007
1510,12,0.00010865585939659852,9000082C,0.9999999999999992
1511,12,0.00017396762136736598,9000158A,0.9999999999999992
1512,12,9.066429855408042e-05,9000628A,1.0000000000000007
1513,12,0.0002629956773738217,9000176A,1.0
1514,12,0.00027879872290868324,9000033A,0.9982317181375572
1515,12,0.00012964534140140778,9004217A,1.0
1516,12,8.40847737155045e-05,9000025A,1.0000000000000016
1517,12,5.895925093344692e-05,9000912A,1.0000000000000002
1518,12,0.00013704142754196948,9000030A,0.9999999999999998
1519,12,0.00010902929520694959,9000270A,0.9999999999999999
1520,12,9.184954454663445e-05,9006406A,1.0
1521,12,7.998763869436236e-05,9000071A,1.0000000000000002
1522,12,0.00013997835232359298,9007857B,1.0000000000000002
1523,12,0.00013165569572681668,9006453A,0.999999999999999
1524,12,0.00013185683789681998,9007927A,0.9993471541752642
1525,12,0.0001194338110183843,9007843C,1.0000000000000007
1527,12,0.00010005450941945002,9004123A,0.9999999999999996
1528,12,0.0007048583103321806,9000315A,0.9943373265978646
1529,12,0.0002075709392695352,9002968A,1.0000000000000002
1530,12,0.0001730408347622837,9007833A,0.9999999999999997
1531,12,0.00011312722343374574,9000104A,0.9999999999999991
1532,12,0.00041331967002421573,9007782A,0.9999989913153003
1533,12,0.00018944290960148444,9000728A,1.0000000000000047
1534,12,0.0003821216166516228,9000024A,1.0000000000000013
1535,12,0.00012176730095301609,9000017A,0.9999999999999999
1536,12,0.00017582789431209875,9002828B,1.0000000000000007
1537,12,0.00020908996704679144,9000023A,1.0000000000000002
1539,13,1.3914364792833435e-05,9000608A,1.0
1540,13,4.9749753618985576e-05,9001838A,1.0000000000000002
1541,13,2.7675936108248245e-05,9000903A,0.9999999999999999
1542,13,4.3027537675843654e-05,9001509C,1.0000000000000002
1543,13,1.8261576325707942e-05,9002643A,0.9999999999999991
1544,13,4.061604887835265e-05,9001798A,1.0000000000000002
1545,13,3.808569682793098e-05,9000731A,1.0000000000000004
1546,13,5.383335296806324e-05,9001702A,1.0000000000000002
1547,13,5.35177174950647e-05,9000600A,0.9999999999999993
1548,13,5.5975094151227096e-05,9000759A,0.9988652843492327
1549,13,1.288269925050025e-05,9002629A,0.9999999999999998
1550,13,5.010736099264181e-05,9000051A,1.0000000000000007
1551,13,2.6415109055558174e-05,9000610A,1.0
1552,13,2.5444218419783466e-05,9001600A,1.0000000000000002
1553,13,3.298858338990108e-05,9001428A,0.9788270280692397
1556,13,5.8194887620653064e-05,9000664B,1.0000000000000002
1557,13,4.599434725187137e-05,9000504E,1.0000000000000002
1558,13,4.258213490167324e-05,9000426A,1.0000000000000004
1559,13,3.574080441672508e-05,9001844A,1.0
1560,13,8.112450352322236e-05,9000682A,1.0000000000000002
1561,13,4.2302079466986725e-05,9003988A,1.0
1562,13,6.298311095261612e-05,9000969A,0.9999999999999998
1563,13,2.3929152626711702e-05,9000871F,0.9999999999999994
1564,13,5.0120486608137805e-05,9006098C,1.0
1565,13,3.947609694082699e-05,9002780A,1.0000000000000002
1566,13,6.750239903384395e-05,9001735A,1.0000000000000004
1567,13,0.0001017695083147374,9006302A,0.9999999999999992
1568,13,5.076670211604157e-05,9000679C,1.0000000000000002
1569,13,2.8476256504746998e-05,9000947A,1.0000000000000002
1570,13,3.858931332548508e-05,9000851A,1.0000000000000004
1571,13,3.5488041022291334e-05,9000966B,1.0000000000000007
1572,13,2.8299220078445025e-05,9000844A,0.9999999999999998
1573,13,2.890165696486512e-05,9001796B,0.9999999999999993
1574,13,5.361504692328393e-05,9001232A,1.0
1575,13,4.488388727111398e-05,9000750A,1.0000000000000007
1576,13,3.570429597946632e-05,9000894A,1.0
1577,13,2.576190969163099e-05,9000723A,1.0000000000000002
1578,13,3.0265889753255478e-05,9000964A,0.9999999999999998
1579,13,3.301092456566692e-05,9000485A,0.9999999999999998
1580,13,2.6665237735051476e-05,9000495A,0.9999999999999998
1581,13,4.7703949175621145e-05,9000601A,1.0000000000000002
1582,13,1.3532748819270715e-05,9000550B,1.0000000000000002
1583,13,1.565621799875066e-05,9002631A,1.0000000000000002
1584,13,2.623157483691914e-05,9001804C,0.9999999999999999
1585,13,3.39849476371342e-07,9002464A,0.9999999999999999
1594,14,3.2555195674014876e-05,9005022A,0.9999999999999993
1595,14,3.856331494485269e-05,9007015A,1.0000000000000004
1596,14,7.540791078271174e-06,9000493A,0.9999999999999999
1597,14,2.4880416460501998e-05,9000501A,0.9999999999999999
1598,14,5.7741184377764136e-05,9001236A,1.0
1599,14,5.8838412682849964e-05,9002159A,1.0000000000000002
1600,14,0.00011740929355909095,9000766A,0.9999283418584959
1601,14,0.00012930551606109232,9000913D,0.984600166383768
1602,14,7.543961839656527e-05,9000800A,0.9999999999999991
1603,14,0.00014999403347697111,9000589A,0.9972508807059267
1604,14,0.00010673456915762928,9000916A,0.9989283741012779
1605,14,8.702183931955878e-05,9000788A,0.9986339771456945
1606,14,7.023688608482313e-05,9006320C,0.9999999999999992
1607,14,0.00010423413286669283,9002881A,1.0000000000000004
1608,14,7.922513516165288e-05,9000774B,0.9999999999999997
1609,14,5.426561253838325e-05,9000438A,0.9966512129371409
1610,14,7.334017267317884e-05,9000779A,0.9993632253587628
1611,14,0.00016322074439632065,9000760A,0.9996054696316474
1612,14,8.92480021156238e-05,9000323A,1.0000000000000004
1613,14,5.882737746127819e-05,9000055A,1.0000000000000002
1614,14,8.27296255289192e-05,9000536A,0.9999999999999997
1615,14,0.00013741663821710732,9006335A,0.9986616514159509
1616,14,9.348240103828831e-05,9000249A,1.0000000000000002
1617,14,6.585960996337139e-05,9000595A,0.9989640153221863
1618,14,5.854357757551188e-05,9000437A,0.9984788009468796
1620,14,2.042781767193567e-05,9002768A,1.0000000000000002
1621,14,2.937503156550415e-05,9001930A,0.9999999999999994
1634,14,3.821796642349775e-05,9001407B,0.9999999999999997
1635,14,0.00023155413913358096,9003886A,1.0000000000000002
1636,14,4.615833282662368e-07,9001372A,1.0000000000000004
1637,14,4.463830709930561e-06,9003923A,1.0
1638,14,3.615808805095735e-05,9002094A,1.0000000000000004
1639,14,5.38413885181275e-05,9000904A,1.0000000000000002
1640,14,9.011956685521497e-05,9000900A,0.9999999999999996
1641,14,7.96048342491493e-05,9002353A,1.0
1642,14,5.010934472890568e-05,9000902C,1.0000000000000009
1643,14,3.699933754806559e-05,9000244A,0.9973482821151856
1644,14,0.00010486323545037425,9000892A,0.9999999999999998
1645,14,0.00014944661297597382,9000907A,0.9997003286076144
1646,14,4.940249106632615e-05,9001353A,1.0000000000000007
1649,14,7.963795370038695e-07,9002880A,0.9840203080118877
1653,14,1.398948049949202e-07,9001910F,0.883127299242141
1654,14,3.15644307996261e-07,9002767A,1.0
1655,14,9.422274916488286e-05,9001859A,0.9999999999999997
1656,14,3.553647691517973e-05,9001469A,0.9999999999999998
1657,14,0.0004083631303129154,9001910A,0.9920591412683722
1658,14,3.928668019051267e-05,9000038C,0.9999999999999998
1659,14,6.663909098395982e-05,9000585A,1.0000000000000007
1660,14,0.00010257546552427806,9001890A,1.0000000000000004
1661,14,5.8897122702988424e-05,9002099A,0.9999999999999994
1662,14,5.54533358183415e-05,9001911A,1.0000000000000002
1663,14,7.450672410849026e-05,9001851A,0.9994547392762417
1664,14,0.00025053068113552217,9001862A,0.9999999999999989
1665,14,6.213837268607805e-05,9000273A,1.0
1666,14,3.791588940374603e-05,9007114A,1.0000000000000002
1667,14,4.504425885630253e-05,9001895A,0.9999999999999999
1668,14,4.2805632465163345e-05,9001855A,1.000000000000001
1669,14,0.00012926687131539538,9000502B,1.0000000000000002
1670,14,6.223090379545787e-05,9003309A,0.9982616834581025
1671,14,4.3581701866547115e-05,9002719D,0.9972463644656607
1672,14,5.7596986792408456e-05,9000584A,0.9917971713264984
1673,14,3.664435811982866e-05,9001854A,0.9981485669184648
1674,14,6.167452317334568e-05,9000275A,1.0000000000000007
1675,14,0.00010021219972014551,9001410A,1.0000000000000002
1678,15,0.0001788052335423248,9006354A,0.9992983105117241
1679,15,9.323633484746768e-05,9006361B,0.994238924968304
1682,15,0.0005650091930266863,9006348A,0.9980591751737105
1683,15,7.31957015158995e-05,9004215A,1.0000000000000004
1684,15,5.145834959225956e-05,9000545A,0.9984661910829937
1685,15,3.493389133356003e-05,9002588B,0.9946322395809595
1686,15,4.569064417568037e-05,9002587A,0.9985711946505298
1698,15,8.847762374328882e-05,9007619B,0.9993364394373182
1701,15,6.16299243898086e-05,9007628A,0.9984443703282269
1702,15,0.00015060939479176618,9006398A,0.9998067278946444
1705,15,8.071012431140853e-05,9003458A,0.98547545055965
1706,15,0.0001573668554686772,9001479A,0.28413832489939017
1707,15,3.818776075859196e-05,9002662A,1.0
1708,15,3.346770216723495e-05,9002667B,0.9999999999999994
1709,15,0.001561739468287842,9004233A,0.6356762827648412
1712,15,5.00061531001736e-05,9000427A,0.9999999999999998
1713,15,5.391786197986863e-05,9006387A,0.9816809489475621
1714,15,4.538921290164644e-05,9001405A,1.0000000000000002
1715,15,4.652246198430853e-05,9002650A,0.9963468103532485
1717,15,4.208668728520114e-05,9002668A,0.9999999999999999
1718,15,3.427591390276607e-05,9002669A,0.9999999999999998
1719,15,9.642154016136495e-05,9006359A,0.9969614556568684
1720,15,7.735469385803673e-05,9006388A,0.9999999999999991
1721,15,5.479084467246763e-05,9002657A,0.9964425901918028
1722,15,6.800397501800846e-05,9006392A,0.9999999999999996
1723,15,0.0002169518919042181,9002688A,0.9996266292580356
1724,15,0.00014643344202543807,9001487A,0.9998057072801657
1726,15,3.735113688777386e-07,5530009A,0.9940030104238358
1728,15,1.563353045975867e-05,9000108A,0.9730876829175911
1729,15,1.228099250533933e-07,5530003A,0.9532267043779858
1732,15,5.9250883934304946e-05,9001727A,1.0
1733,15,4.445715699800972e-05,9001434A,0.9999999934988283
1736,15,2.0059585360508124e-05,9000447A,0.9803135027540272
1739,15,8.285079683107295e-05,9000571A,0.9998873824709579
1740,15,9.363945162751864e-05,9005045A,0.9889568097624261
1741,15,8.892040196792754e-05,9006368A,0.99999894890052
1743,15,9.302802942427453e-05,9002425A,0.9920655740612092
1744,15,9.981308318077333e-05,9000341A,0.9999531284509088
1747,15,0.0001510017133083929,9002910A,0.9986122854673927
1748,15,0.00010123828100032664,9001728A,0.995362235040683
1749,15,0.00010076388827492276,9002594A,0.9997341066448772
1750,15,0.00021793868269456233,9005284A,0.9986721699369072
1755,15,2.525592344718988e-06,9002702A,0.9990869594707736
1756,15,3.661545303212782e-05,9002555B,1.0000000000000004
1757,15,3.077065830587426e-05,9002549A,1.0000000000000004
1758,15,2.9711741262775578e-05,9001780A,0.9999999999999999
1759,15,4.670200112480244e-05,9002534A,1.0000000000000002
1760,15,6.079849893811616e-05,9002544A,0.9931074982768897
1761,15,3.924252894948474e-05,9001117A,1.0000000000000002
1762,15,3.699536005457877e-05,9002537A,1.0000000000000002
1763,15,3.3228626201042884e-05,9002540A,1.0000000000000013
1764,15,5.026385715859137e-07,9001853A,0.9789364965999899
1765,15,4.410920783168524e-05,9001587A,0.9999999999999999
1766,15,3.407943417249054e-05,9001138A,0.9976624912684375
1767,15,2.9793105591653413e-05,9002551A,1.0
1768,15,3.9100983045026514e-05,9001188A,0.9988194041808636
1769,15,4.5815690135820095e-05,9001042A,1.0
1774,15,0.0002970632905178553,9001473A,0.9832145139999231
1778,15,4.982990030373583e-05,9001246A,1.0000000000000002
1779,15,4.1842845500662653e-07,9000622A,0.6646871015659015
1780,15,7.027320256534066e-05,9003663A,0.9985604805923477
1781,15,6.925239116415893e-05,9002616A,0.9842302863280464
1782,15,0.00039681086045497484,9002633A,0.9601649118408377
1783,15,0.00010136319864083029,9008296A,0.9999999999999996
1784,15,0.00011702352523583325,9000953A,0.9969261127273914
1785,15,3.437481180493946e-05,9001602B,0.9999999999999998
1786,15,3.7120296712893964e-05,9002630A,0.9730708226284256
1787,15,4.7077503203202465e-05,9002618A,0.9999999999999997
1788,15,0.00018520233192474228,9002636A,0.9999999999999996
1789,15,4.884356939057297e-05,9001384A,1.0
1790,15,3.930693832526667e-05,9000995A,0.9999999999999997
1791,15,7.047395681020308e-05,9000994A,0.9999999999999998
1792,15,7.60033871495502e-05,9002621A,1.0
1793,15,4.9424875505920006e-05,9002620B,0.9999999999999999
1794,15,0.00012403029231299864,9003742A,0.9995395194839068
1798,15,6.69494801709555e-05,9000726A,0.9844362666681832
1799,15,7.71352611029562e-05,9003899A,0.9953617535330693
1800,15,7.927409762724278e-05,9001005A,0.9902825052613169
1801,15,6.733592210835945e-05,9006376A,0.9995840658022153
