PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911220,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
911230,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
911240,,,,,,0,,,,,1,,0,,,1,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
911260,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
911270,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
911900,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912010,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
912020,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912040,,,,,,0,,,,,21,,0,,,3,,,0,,,1,,,11,,,0,,,1,,,,,,,,,
912041,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912042,,,,,,0,,,,,28,,0,,,0,,,1,,,0,,,9,,,1,,,0,,,,,,,,,
912080,,,,,,0,,,,,4,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
912140,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
912210,,,,,,0,,,,,14,,0,,,3,,,0,,,1,,,12,,,0,,,0,,,,,,,,,
912240,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912260,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
912290,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912300,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912310,,,,,,1,,,,,3,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
912320,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912330,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
912350,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913010,,,,,,5,,,,,6,,0,,,2,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
913040,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913070,,,,,,2,,,,,7,,0,,,2,,,0,,,0,,,10,,,0,,,0,,,,,,,,,
913080,,,,,,2,,,,,6,,0,,,0,,,0,,,0,,,10,,,0,,,0,,,,,,,,,
913090,,,,,,0,,,,,6,,0,,,6,,,0,,,0,,,3,,,1,,,0,,,,,,,,,
913100,,,,,,0,,,,,1,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913110,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913120,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913140,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
913150,,,,,,0,,,,,9,,0,,,5,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
913160,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
914010,,,,,,1,,,,,11,,0,,,3,,,0,,,1,,,11,,,0,,,1,,,,,,,,,
914060,,,,,,2,,,,,4,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
914100,,,,,,0,,,,,8,,0,,,1,,,0,,,0,,,7,,,0,,,P-037,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,PETE BUTTIGIEG,,,,JOSEPH R. BIDEN,,,TULSI GABBARD,,,MARK STEWART GREENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,
543280,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545060,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545090,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545220,,,,,2, 13,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545270,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545310,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545311,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644900,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835010,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843080,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843110,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843160,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845020,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845030,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911030,,,,,0, 12,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911040,,,,,0, 17,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911060,,,,,4,   8,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911090,,,,,1,   4,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911100,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911190,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911200,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911220,,,,,2,   6,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911230,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911240,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911260,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911270,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911900,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912010,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912020,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912040,,,,,5, 15,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912041,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912042,,,,,2, 20,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912080,,,,,1,   4,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912140,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912210,,,,,0,   7,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912240,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912260,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912290,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912300,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912310,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912320,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912330,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912350,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913010,,,,,1,   8,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913040,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913070,,,,,4,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913080,,,,,2,   8,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913090,,,,,2,   5,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913100,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913110,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913120,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913140,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913150,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913160,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914010,,,,,1, 12,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914060,,,,,1,   4,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914100,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P-38,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,Party Member Registration,,Party Member Ballots Cast,,,Turnout (%),,Declined to State Voter Ballots Cast,,JULIÁN CASTRO,,,MICHAEL A. ELLINGER,,,ELIZABETH WARREN,,,MARIANNE WILLIAMSON,,,ANDREW YANG,,,"ROQUE ""ROCKY"" DE LA FUENTE III",,,,,JOHN K. DELANEY,,,,,,
914130,,,,,1,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
914150,,,,,20,,13,,,65.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
914170,,,,,20,,11,,,55.0,,0,,0,,,0,,,3,,,0,,,0,,,0,,,,,,,0,,,,
914180,,,,,17,,9,,,52.9,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
914190,,,,,5,,4,,,80.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
914200,,,,,50,,31,,,62.0,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
914220,,,,,31,,21,,,67.7,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
914230,,,,,13,,8,,,61.5,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
914240,,,,,31,,17,,,54.8,,2,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
914250,,,,,1,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
923010,,,,,5,,3,,,60.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924010,,,,,3,,1,,,33.3,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
924020,,,,,22,,14,,,63.6,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
924080,,,,,66,,44,,,66.7,,0,,0,,,0,,,7,,,1,,,0,,,0,,,,,,,0,,,,
924250,,,,,12,,9,,,75.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924270,,,,,4,,2,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924280,,,,,1,,1,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924290,,,,,2,,1,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924310,,,,,1,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924330,,,,,50,,30,,,60.0,,0,,0,,,0,,,0,,,0,,,0,,,1,,,,,,,0,,,,
924370,,,,,29,,14,,,48.3,,1,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924380,,,,,20,,13,,,65.0,,0,,0,,,0,,,1,,,1,,,0,,,1,,,,,,,0,,,,
924390,,,,,1,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
924400,,,,,20,,18,,,90.0,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
933010,,,,,35,,20,,,57.1,,1,,0,,,0,,,1,,,0,,,1,,,0,,,,,,,0,,,,
933020,,,,,19,,13,,,68.4,,1,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
933030,,,,,59,,25,,,42.4,,1,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
933040,,,,,1,,1,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935070,,,,,36,,23,,,63.9,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
935080,,,,,13,,6,,,46.2,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935090,,,,,3,,2,,,66.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935100,,,,,52,,38,,,73.1,,1,,0,,,0,,,3,,,0,,,1,,,0,,,,,,,0,,,,
935110,,,,,24,,19,,,79.2,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935130,,,,,12,,10,,,83.3,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
935140,,,,,17,,11,,,64.7,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,,,0,,,,
935150,,,,,9,,4,,,44.4,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
935160,,,,,55,,36,,,65.5,,1,,0,,,0,,,2,,,0,,,1,,,0,,,,,,,0,,,,
935170,,,,,8,,3,,,37.5,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935180,,,,,72,,47,,,65.3,,1,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
935190,,,,,12,,4,,,33.3,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935200,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935250,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935260,,,,,15,,12,,,80.0,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,,,0,,,,
935270,,,,,9,,3,,,33.3,,1,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935280,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935290,,,,,2,,1,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935300,,,,,3,,2,,,66.7,,2,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935370,,,,,2,,2,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935380,,,,,5,,6,,,120.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935390,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935400,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935410,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935420,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
935430,,,,,12,,8,,,66.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
941020,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,0,,,,
941030,,,,,18,,11,,,61.1,,1,,0,,,0,,,3,,,0,,,0,,,0,,,,,,,0,,,,
941040,,,,,23,,10,,,43.5,,1,,0,,,0,,,0,,,0,,,0,,,0P-39,,,,,,,0,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,AMY KLOBUCHAR,,,,BERNIE SANDERS,,,JOE SESTAK,,,TOM STEYER,,,DEVAL PATRICK,,,MICHAEL BENNET,,,MICHAEL R. BLOOMBERG,,,MOSIE BOYD,,,CORY BOOKER,,,,,,,,,,
914130,,,,,0,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,
914150,,,,,,0,,,,,4,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
914170,,,,,,0,,,,,0,,0,,,1,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
914180,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
914190,,,,,,0,,,,,1,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
914200,,,,,,0,,,,,15,,0,,,2,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
914220,,,,,,2,,,,,8,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
914230,,,,,,1,,,,,2,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
914240,,,,,,0,,,,,8,,0,,,2,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
914250,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
923010,,,,,,0,,,,,2,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924010,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924020,,,,,,2,,,,,3,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
924080,,,,,,1,,,,,13,,1,,,0,,,0,,,0,,,7,,,0,,,0,,,,,,,,,
924250,,,,,,0,,,,,4,,0,,,0,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
924270,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924280,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924290,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924310,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924330,,,,,,1,,,,,13,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
924370,,,,,,0,,,,,8,,0,,,0,,,0,,,0,,,4,,,0,,,0,,,,,,,,,
924380,,,,,,1,,,,,4,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
924390,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
924400,,,,,,1,,,,,7,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
933010,,,,,,0,,,,,13,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
933020,,,,,,0,,,,,2,,0,,,0,,,0,,,0,,,7,,,0,,,0,,,,,,,,,
933030,,,,,,0,,,,,19,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
933040,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935070,,,,,,0,,,,,10,,0,,,0,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
935080,,,,,,0,,,,,0,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
935090,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
935100,,,,,,0,,,,,9,,0,,,0,,,0,,,2,,,6,,,0,,,0,,,,,,,,,
935110,,,,,,1,,,,,7,,0,,,1,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
935130,,,,,,0,,,,,7,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
935140,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935150,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
935160,,,,,,1,,,,,7,,0,,,3,,,0,,,0,,,7,,,0,,,0,,,,,,,,,
935170,,,,,,0,,,,,2,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935180,,,,,,0,,,,,21,,0,,,0,,,2,,,0,,,2,,,0,,,0,,,,,,,,,
935190,,,,,,1,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935200,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935250,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
