PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935260,,,,,,0,,,,,5,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935270,,,,,,1,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935280,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935290,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
935300,,,,,,0,,,,,2,,0,,,2,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935370,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935380,,,,,,0,,,,,5,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935390,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935400,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935410,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935420,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
935430,,,,,,1,,,,,2,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
941020,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
941030,,,,,,1,,,,,3,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
941040,,,,,,0,,,,,6,,0,,,0,,,0,,,0,,,3,,,0,,,P-040,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,PETE BUTTIGIEG,,,,JOSEPH R. BIDEN,,,TULSI GABBARD,,,MARK STEWART GREENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,
914130,,,,,0,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
914150,,,,,0,   5,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914170,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914180,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914190,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914200,,,,,2,   5,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914220,,,,,0,   4,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914230,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914240,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914250,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923010,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924010,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924020,,,,,2,   3,   2,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924080,,,,,3, 11,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924250,,,,,1,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924270,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924280,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924290,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924310,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924330,,,,,2, 10,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924370,,,,,1,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924380,,,,,1,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924390,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924400,,,,,2,   4,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933010,,,,,2,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933020,,,,,2,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933030,,,,,3,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933040,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935070,,,,,1,   6,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935080,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935090,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935100,,,,,0, 15,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935110,,,,,1,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935130,,,,,0,   1,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935140,,,,,0,   6,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935150,,,,,1,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935160,,,,,0, 11,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935170,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935180,,,,,6, 12,   1,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935190,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935200,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935250,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935260,,,,,0,   4,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935270,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935280,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935290,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935300,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935370,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935380,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935390,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935400,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935410,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935420,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935430,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941020,,,,,0,   0,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941030,,,,,0,   3,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941040,,,,,0,   2,   0,   0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P-41,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,Party Member Registration,,Party Member Ballots Cast,,,Turnout (%),,Declined to State Voter Ballots Cast,,JULIÁN CASTRO,,,MICHAEL A. ELLINGER,,,ELIZABETH WARREN,,,MARIANNE WILLIAMSON,,,ANDREW YANG,,,"ROQUE ""ROCKY"" DE LA FUENTE III",,,,,JOHN K. DELANEY,,,,,,
941050,,,,,35,,17,,,48.6,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,0,,,,,,
941060,,,,,11,,4,,,36.4,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
941070,,,,,101,,39,,,38.6,,0,,0,,,0,,,3,,,0,,,1,,,0,,,,,0,,,,,,
941080,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
941090,,,,,2,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
941100,,,,,8,,4,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
941110,,,,,7,,4,,,57.1,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
941120,,,,,46,,28,,,60.9,,0,,0,,,0,,,5,,,0,,,0,,,0,,,,,0,,,,,,
941130,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943010,,,,,31,,15,,,48.4,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943020,,,,,93,,60,,,64.5,,1,,0,,,0,,,6,,,0,,,1,,,0,,,,,0,,,,,,
943030,,,,,54,,26,,,48.1,,0,,0,,,0,,,3,,,0,,,0,,,0,,,,,0,,,,,,
943040,,,,,26,,15,,,57.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943060,,,,,2,,1,,,50.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943070,,,,,21,,15,,,71.4,,0,,0,,,0,,,2,,,0,,,0,,,0,,,,,0,,,,,,
943080,,,,,27,,17,,,63.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943110,,,,,1,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943120,,,,,2,,2,,,100.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943130,,,,,18,,8,,,44.4,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
943140,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
944010,,,,,8,,2,,,25.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
944040,,,,,7,,6,,,85.7,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
944110,,,,,14,,10,,,71.4,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
944120,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
944130,,,,,28,,17,,,60.7,,0,,0,,,0,,,0,,,0,,,1,,,0,,,,,0,,,,,,
944140,,,,,35,,29,,,82.9,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,0,,,,,,
944150,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945020,,,,,13,,8,,,61.5,,2,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945040,,,,,6,,4,,,66.7,,1,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945041,,,,,13,,8,,,61.5,,0,,0,,,0,,,1,,,0,,,0,,,0,,,,,0,,,,,,
945050,,,,,31,,15,,,48.4,,0,,0,,,0,,,1,,,0,,,1,,,0,,,,,0,,,,,,
945051,,,,,9,,3,,,33.3,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945070,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945080,,,,,0,,0,,,0.0,,0,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
945090,,,,,1,,0,,,0.0,,2,,0,,,0,,,0,,,0,,,0,,,0,,,,,0,,,,,,
"Vote-by-Mail Totals Election Day Totals Provisional Totals
Grand Totals",,,,,"140,884
140,884
140,884
140,884",,"54,864
11,069
7,992
73,925",,,"38.9
7.9
5.7
52.5",,"983
1,540
1,255
3,778",,"212
31
48
291",,,"40
7
6
53",,,"3,805
854
493
5,152",,,"65
14
4
83",,,"475
48
43
566",,,"65
18
13
96",,,,,"42
7
5
54",,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,AMY KLOBUCHAR,,,,BERNIE SANDERS,,,JOE SESTAK,,,TOM STEYER,,,DEVAL PATRICK,,,MICHAEL BENNET,,,MICHAEL R. BLOOMBERG,,,MOSIE BOYD,,,CORY BOOKER,,,,,,,,,,
941050,,,,,,1,,,,,4,,0,,,0,,,0,,,1,,,4,,,0,,,2,,,,,,,,,
941060,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
941070,,,,,,0,,,,,16,,0,,,1,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
941080,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
941090,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
941100,,,,,,0,,,,,0,,0,,,0,,,1,,,0,,,0,,,0,,,0,,,,,,,,,
941110,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
941120,,,,,,3,,,,,8,,0,,,0,,,0,,,0,,,8,,,0,,,0,,,,,,,,,
941130,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
943010,,,,,,0,,,,,5,,0,,,1,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
943020,,,,,,2,,,,,21,,0,,,1,,,1,,,0,,,7,,,0,,,0,,,,,,,,,
943030,,,,,,0,,,,,5,,0,,,1,,,0,,,0,,,5,,,0,,,0,,,,,,,,,
943040,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,9,,,0,,,0,,,,,,,,,
943060,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
943070,,,,,,2,,,,,8,,0,,,0,,,0,,,0,,,3,,,0,,,0,,,,,,,,,
943080,,,,,,3,,,,,1,,0,,,0,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
943110,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
943120,,,,,,0,,,,,0,,0,,,1,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
943130,,,,,,0,,,,,2,,0,,,1,,,0,,,0,,,2,,,0,,,0,,,,,,,,,
943140,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
944010,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
944040,,,,,,1,,,,,2,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
944110,,,,,,3,,,,,1,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
944120,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
944130,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,4,,,0,,,0,,,,,,,,,
944140,,,,,,2,,,,,5,,0,,,2,,,0,,,0,,,9,,,0,,,0,,,,,,,,,
944150,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
945020,,,,,,0,,,,,6,,0,,,1,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
945040,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
945041,,,,,,0,,,,,3,,0,,,1,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
945050,,,,,,0,,,,,3,,0,,,0,,,0,,,0,,,4,,,0,,,0,,,,,,,,,
945051,,,,,,0,,,,,1,,0,,,0,,,0,,,0,,,1,,,0,,,0,,,,,,,,,
945070,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
945080,,,,,,0,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
945090,,,,,,2,,,,,0,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,
Vote-by-Mail Totals,,,,,,"1,281",,,,,"17,200",,54,,,"2,021",,,54,,,232,,,"9,632",,,32,,,92,,,,,,,,,
Election Day Totals,,,,,,38,,,,,"4,136",,13,,,102,,,7,,,44,,,"1,428",,,3,,,11,,,,,,,,,
Provisional Totals,,,,,,23,,,,,"4,123",,4,,,87,,,4,,,54,,,988,,,4,,,12,,,,,,,,,
Grand Totals,,,,,,"1,342",,,,,"25,459",,71,,,"2,210",,,65,,,330,,,"12,048",,,39,,,115,,,,,,,,,
PRESIDENTIAL PREFERENCE - Democratic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cumulative Totals
Precinct",,,,,PETE BUTTIGIEG,,,,JOSEPH R. BIDEN,,,TULSI GABBARD,,,MARK STEWART GREENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,
941050,,,,,,0,,,,,4,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941060,,,,,,0,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941070,,,,,,2,,,,,9,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941080,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941090,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941100,,,,,,0,,,,,2,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941110,,,,,,0,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941120,,,,,,1,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
941130,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943010,,,,,,2,,,,,4,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943020,,,,,,1,,,,,18,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943030,,,,,,0,,,,,6,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943040,,,,,,0,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943060,,,,,,0,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943070,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943080,,,,,,1,,,,,7,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943110,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943120,,,,,,0,,,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943130,,,,,,0,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
943140,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944010,,,,,,0,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944040,,,,,,0,,,,,1,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944110,,,,,,0,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944120,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944130,,,,,,4,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944140,,,,,,5,,,,,2,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
944150,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945020,,,,,,0,,,,,1,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945040,,,,,,2,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945041,,,,,,0,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945050,,,,,,0,,,,,5,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945051,,,,,,0,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945070,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945080,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
945090,,,,,,0,,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Vote-by-Mail Totals,,,,,,"2,946",,,,,"15,557",,438,,,34,,,,,,,,,,,,,,,,,,,,,,,,
Election Day Totals,,,,,,67,,,,,"5,376",,91,,,7,,,,,,,,,,,,,,,,,,,,,,,,
Provisional Totals,,,,,,63,,,,,"3,020",,55,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Grand Totals,,,,,,"3,076",,,,,"23,953",,584,,,47,,,,,,,,,,,,,,,,,,,,,,,,
