Santa Cruz,,,,,,,,,Precinct Canvass,,,,,,,,
31010,Vote by Mail,1307,460,35.20 %,,,2,,,,,,,,,,
31010,Polling Place,1307,286,21.88 %,,,1,,,,,,,,,,
31010,Total,1307,746,57.08 %,,,3,,,,,,,,,,
31011,Vote by Mail,1459,580,39.75 %,,,1,,,,,,,,,,
31011,Polling Place,1459,325,22.28 %,,,,,,,,,,,,,
31011,Total,1459,905,62.03 %,,,1,,,,,,,,,,
31012,Vote by Mail,0,0,,,,,,,,,,,,,,
31012,Polling Place,0,0,,,,,,,,,,,,,,
31012,Total,0,0,,,,,,,,,,,,,,
31020,Vote by Mail,1457,549,37.68 %,,,,,,,,,,,,,
31020,Polling Place,1457,320,21.96 %,,,,,,,,,,,,,
31020,Total,1457,869,59.64 %,,,,,,,,,,,,,
31030,Vote by Mail,1536,544,35.42 %,,,1,,,,,,,,,,
31030,Polling Place,1536,431,28.06 %,,,,,,,,,,,,,
31030,Total,1536,975,63.48 %,,,1,,,,,,,,,,
31050,Vote by Mail,1224,479,39.13 %,,,1,,,,,,,,,,
31050,Polling Place,1224,301,24.59 %,,,,,,,,,,,,,
31050,Total,1224,780,63.73 %,,,1,,,,,,,,,,
31070,Vote by Mail,1356,550,40.56 %,,,,,,,,,,,,,
31070,Polling Place,1356,360,26.55 %,,,,,,,,,,,,,
31070,Total,1356,910,67.11 %,,,,,,,,,,,,,
31131,Vote by Mail,876,323,36.87 %,,,1,,,,,,,,,,
31131,Polling Place,876,159,18.15 %,,,1,,,,,,,,,,
31131,Total,876,482,55.02 %,,,2,,,,,,,,,,
31140,Vote by Mail,1701,597,35.10 %,,,2,,,,,,,,,,
31140,Polling Place,1701,474,27.87 %,,,,,,,,,,,,,
31140,Total,1701,1071,62.96 %,,,2,,,,,,,,,,
31150,Vote by Mail,1472,610,41.44 %,,,,,,,,,,,,,
31150,Polling Place,1472,324,22.01 %,,,,,,,,,,,,,
31150,Total,1472,934,63.45 %,,,,,,,,,,,,,
31160,Vote by Mail,1136,440,38.73 %,,,,,,,,,,,,,
31160,Polling Place,1136,315,27.73 %,,,1,,,,,,,,,,
31160,Total,1136,755,66.46 %,,,1,,,,,,,,,,
31190,Vote by Mail,1375,501,36.44 %,,,,,,,,,,,,,
31190,Polling Place,1375,316,22.98 %,,,,,,,,,,,,,
31190,Total,1375,817,59.42 %,,,,,,,,,,,,,
31210,Vote by Mail,1111,372,33.48 %,,,1,,,,,,,,,,
31210,Polling Place,1111,250,22.50 %,,,,,,,,,,,,,
31210,Total,1111,622,55.99 %,,,1,,,,,,,,,,
31240,Vote by Mail,1807,507,28.06 %,,,2,,,,,,,,,,
31240,Polling Place,1807,378,20.92 %,,,,,,,,,,,,,
31240,Total,1807,885,48.98 %,,,2,,,,,,,,,,
31250,Vote by Mail,1598,633,39.61 %,,,1,,,,,,,,,,
31250,Polling Place,1598,378,23.65 %,,,,,,,,,,,,,
31250,Total,1598,1011,63.27 %,,,1,,,,,,,,,,
31300,Vote by Mail,1463,513,35.06 %,,,,,,,,,,,,,
31300,Polling Place,1463,306,20.92 %,,,,,,,,,,,,,
31300,Total,1463,819,55.98 %,,,,,,,,,,,,,
31400,Vote by Mail,1383,599,43.31 %,,,1,,,,,,,,,,
31400,Polling Place,1383,302,21.84 %,,,,,,,,,,,,,
31400,Total,1383,901,65.15 %,,,1,,,,,,,,,,
31450,Vote by Mail,1284,536,41.74 %,,,,,,,,,,,,,
31450,Polling Place,1284,309,24.07 %,,,2,,,,,,,,,,
31450,Total,1284,845,65.81 %,,,2,,,,,,,,,,
31480,Vote by Mail,996,360,36.14 %,,,,,,,,,,,,,
31480,Polling Place,996,208,20.88 %,,,,,,,,,,,,,
31480,Total,996,568,57.03 %,,,,,,,,,,,,,
31490,Vote by Mail,1025,418,40.78 %,,,,,,,,,,,,,
31490,Polling Place,1025,222,21.66 %,,,,,,,,,,,,,
31490,Total,1025,640,62.44 %,,,,,,,,,,,,,
31560,Vote by Mail,893,330,36.95 %,,,,,,,,,,,,,
31560,Polling Place,893,230,25.76 %,,,,,,,,,,,,,
31560,Total,893,560,62.71 %,,,,,,,,,,,,,
31580,Vote by Mail,796,259,32.54 %,,,2,,,,,,,,,,
31580,Polling Place,796,209,26.26 %,,,,,,,,,,,,,
31580,Total,796,468,58.79 %,,,2,,,,,,,,,,
31600,Vote by Mail,822,191,23.24 %,,,,,,,,,,,,,
31600,Polling Place,822,390,47.45 %,,,,,,,,,,,,,
31600,Total,822,581,70.68 %,,,,,,,,,,,,,
31610,Vote by Mail,623,131,21.03 %,,,,,,,,,,,,,
31610,Polling Place,623,249,39.97 %,,,,,,,,,,,,,
31610,Total,623,380,61.00 %,,,,,,,,,,,,,
31630,Vote by Mail,417,72,17.27 %,,,,,,,,,,,,,
31630,Polling Place,417,206,49.40 %,,,,,,,,,,,,,
31630,Total,417,278,66.67 %,,,,,,,,,,,,,
31650,Vote by Mail,765,185,24.18 %,,,,,,,,,,,,,
31650,Polling Place,765,319,41.70 %,,,,,,,,,,,,,
31650,Total,765,504,65.88 %,,,,,,,,,,,,,
31690,Vote by Mail,435,103,23.68 %,,,,,,,,,,,,,
31690,Polling Place,435,190,43.68 %,,,,,,,,,,,,,
31690,Total,435,293,67.36 %,,,,,,,,,,,,,
31710,Vote by Mail,1222,436,35.68 %,,,1,,,,,,,,,,
31710,Polling Place,1222,313,25.61 %,,,,,,,,,,,,,
31710,Total,1222,749,61.29 %,,,1,,,,,,,,,,
40010,Vote by Mail,2,0,0.00 %,,,,,,,,,,,,,
40010,Polling Place,2,0,0.00 %,,,,,,,,,,,,,
40010,Total,2,0,0.00 %,,,,,,,,,,,,,
40071,Vote by Mail,1071,230,21.48 %,,,3,,,,,,,,,,
40071,Polling Place,1071,140,13.07 %,,,1,,,,,,,,,,
40071,Total,1071,370,34.55 %,,,4,,,,,,,,,,
40161,Vote by Mail,1881,403,21.42 %,,,1,,,,,,,,,,
40161,Polling Place,1881,202,10.74 %,,,,,,,,,,,,,
40161,Total,1881,605,32.16 %,,,1,,,,,,,,,,
40162,Vote by Mail,745,142,19.06 %,,,,,,,,,,,,,
40162,Polling Place,745,94,12.62 %,,,,,,,,,,,,,
40162,Total,745,236,31.68 %,,,,,,,,,,,,,
40170,Vote by Mail,117,37,31.62 %,,,2,,,,,,,,,,
40170,Polling Place,117,0,0.00 %,,,,,,,,,,,,,
40170,Total,117,37,31.62 %,,,2,,,,,,,,,,
40230,Vote by Mail,78,12,15.38 %,,,,,,,,,,,,,
40230,Polling Place,78,0,0.00 %,,,,,,,,,,,,,
40230,Total,78,12,15.38 %,,,,,,,,,,,,,
40270,Vote by Mail,676,171,25.30 %,,,2,,,,,,,,,,
40270,Polling Place,676,81,11.98 %,,,1,,,,,,,,,,
40270,Total,676,252,37.28 %,,,3,,,,,,,,,,
40310,Vote by Mail,0,0,,,,,,,,,,,,,,
40310,Polling Place,0,0,,,,,,,,,,,,,,
40310,Total,0,0,,,,,,,,,,,,,,
43100,Vote by Mail,2034,474,23.30 %,,,4,,,,,,,,,,
43100,Polling Place,2034,154,7.57 %,,,,,,,,,,,,,
43100,Total,2034,628,30.88 %,,,4,,,,,,,,,,
43200,Vote by Mail,2191,489,22.32 %,,,1,,,,,,,,,,
43200,Polling Place,2191,191,8.72 %,,,1,,,,,,,,,,
43200,Total,2191,680,31.04 %,,,2,,,,,,,,,,
43410,Vote by Mail,1765,385,21.81 %,,,,,,,,,,,,,
43410,Polling Place,1765,171,9.69 %,,,,,,,,,,,,,
43410,Total,1765,556,31.50 %,,,,,,,,,,,,,
43441,Vote by Mail,1041,242,23.25 %,,,2,,,,,,,,,,
43441,Polling Place,1041,157,15.08 %,,,,,,,,,,,,,
43441,Total,1041,399,38.33 %,,,2,,,,,,,,,,
43501,Vote by Mail,1292,294,22.76 %,,,1,,,,,,,,,,
43501,Polling Place,1292,162,12.54 %,,,1,,,,,,,,,,
43501,Total,1292,456,35.29 %,,,2,,,,,,,,,,
43540,Vote by Mail,1226,228,18.60 %,,,1,,,,,,,,,,
43540,Polling Place,1226,130,10.60 %,,,,,,,,,,,,,
43540,Total,1226,358,29.20 %,,,1,,,,,,,,,,
43610,Vote by Mail,2061,462,22.42 %,,,3,,,,,,,,,,
43610,Polling Place,2061,204,9.90 %,,,2,,,,,,,,,,
43610,Total,2061,666,32.31 %,,,5,,,,,,,,,,
43621,Vote by Mail,1043,281,26.94 %,,,2,,,,,,,,,,
43621,Polling Place,1043,95,9.11 %,,,1,,,,,,,,,,
43621,Total,1043,376,36.05 %,,,3,,,,,,,,,,
43710,Vote by Mail,1578,388,24.59 %,,,6,,,,,,,,,,
43710,Polling Place,1578,179,11.34 %,,,2,,,,,,,,,,
43710,Total,1578,567,35.93 %,,,8,,,,,,,,,,
43731,Vote by Mail,1276,369,28.92 %,,,4,,,,,,,,,,
43731,Polling Place,1276,128,10.03 %,,,1,,,,,,,,,,
43731,Total,1276,497,38.95 %,,,5,,,,,,,,,,
43741,Vote by Mail,897,331,36.90 %,,,3,,,,,,,,,,
43741,Polling Place,897,108,12.04 %,,,1,,,,,,,,,,
43741,Total,897,439,48.94 %,,,4,,,,,,,,,,
50011,Vote by Mail,6,3,50.00 %,,,,,,,,,,,,,
50011,Polling Place,6,0,0.00 %,,,,,,,,,,,,,
50011,Total,6,3,50.00 %,,,,,,,,,,,,,
50021,Vote by Mail,1364,390,28.59 %,,,,,,,,,,,,,
50021,Polling Place,1364,320,23.46 %,,,2,,,,,,,,,,
50021,Total,1364,710,52.05 %,,,2,,,,,,,,,,
50040,Vote by Mail,1118,344,30.77 %,,,1,,,,,,,,,,
50040,Polling Place,1118,275,24.60 %,,,1,,,,,,,,,,
50040,Total,1118,619,55.37 %,,,2,,,,,,,,,,
50061,Vote by Mail,870,195,22.41 %,,,,,,,,,,,,,
50061,Polling Place,870,130,14.94 %,,,1,,,,,,,,,,
50061,Total,870,325,37.36 %,,,1,,,,,,,,,,
50090,Vote by Mail,0,0,,,,,,,,,,,,,,
50090,Polling Place,0,0,,,,,,,,,,,,,,
50090,Total,0,0,,,,,,,,,,,,,,
50091,Vote by Mail,1126,382,33.93 %,,,3,,,,,,,,,,
50091,Polling Place,1126,192,17.05 %,,,1,,,,,,,,,,
50091,Total,1126,574,50.98 %,,,4,,,,,,,,,,
50092,Vote by Mail,938,297,31.66 %,,,1,,,,,,,,,,
50092,Polling Place,938,197,21.00 %,,,,,,,,,,,,,
50092,Total,938,494,52.67 %,,,1,,,,,,,,,,
50093,Vote by Mail,0,0,,,,,,,,,,,,,,
50093,Polling Place,0,0,,,,,,,,,,,,,,
50093,Total,0,0,,,,,,,,,,,,,,
50102,Vote by Mail,1497,465,31.06 %,,,1,,,,,,,,,,
50102,Polling Place,1497,286,19.10 %,,,,,,,,,,,,,
50102,Total,1497,751,50.17 %,,,1,,,,,,,,,,
50111,Vote by Mail,679,214,31.52 %,,,,,,,,,,,,,
50111,Polling Place,679,150,22.09 %,,,,,,,,,,,,,
50111,Total,679,364,53.61 %,,,,,,,,,,,,,
50113,Vote by Mail,541,138,25.51 %,,,1,,,,,,,,,,
50113,Polling Place,541,107,19.78 %,,,,,,,,,,,,,
50113,Total,541,245,45.29 %,,,1,,,,,,,,,,
50114,Vote by Mail,29,15,51.72 %,,,,,,,,,,,,,
50114,Polling Place,29,1,3.45 %,,,,,,,,,,,,,
50114,Total,29,16,55.17 %,,,,,,,,,,,,,
50115,Vote by Mail,0,0,,,,,,,,,,,,,,
50115,Polling Place,0,0,,,,,,,,,,,,,,
50115,Total,0,0,,,,,,,,,,,,,,
50121,Vote by Mail,1175,320,27.23 %,,,,,,,,,,,,,
50121,Polling Place,1175,268,22.81 %,,,,,,,,,,,,,
50121,Total,1175,588,50.04 %,,,,,,,,,,,,,
50141,Vote by Mail,226,107,47.35 %,,,1,,,,,,,,,,
50141,Polling Place,226,4,1.77 %,,,,,,,,,,,,,
50141,Total,226,111,49.12 %,,,1,,,,,,,,,,
50143,Vote by Mail,1102,365,33.12 %,,,4,,,,,,,,,,
50143,Polling Place,1102,175,15.88 %,,,,,,,,,,,,,
50143,Total,1102,540,49.00 %,,,4,,,,,,,,,,
50147,Vote by Mail,498,186,37.35 %,,,,,,,,,,,,,
50147,Polling Place,498,79,15.86 %,,,,,,,,,,,,,
50147,Total,498,265,53.21 %,,,,,,,,,,,,,
50154,Vote by Mail,1,1,100.00 %,,,,,,,,,,,,,
50154,Polling Place,1,0,0.00 %,,,,,,,,,,,,,
50154,Total,1,1,100.00 %,,,,,,,,,,,,,
50157,Vote by Mail,961,267,27.78 %,,,,,,,,,,,,,
50157,Polling Place,961,148,15.40 %,,,,,,,,,,,,,
50157,Total,961,415,43.18 %,,,,,,,,,,,,,
50161,Vote by Mail,1526,466,30.54 %,,,,,,,,,,,,,
50161,Polling Place,1526,302,19.79 %,,,1,,,,,,,,,,
50161,Total,1526,768,50.33 %,,,1,,,,,,,,,,
50172,Vote by Mail,0,0,,,,,,,,,,,,,,
50172,Polling Place,0,0,,,,,,,,,,,,,,
50172,Total,0,0,,,,,,,,,,,,,,
50181,Vote by Mail,122,42,34.43 %,,,,,,,,,,,,,
50181,Polling Place,122,11,9.02 %,,,,,,,,,,,,,
50181,Total,122,53,43.44 %,,,,,,,,,,,,,
50183,Vote by Mail,888,291,32.77 %,,,1,,,,,,,,,,
50183,Polling Place,888,122,13.74 %,,,2,,,,,,,,,,
50183,Total,888,413,46.51 %,,,3,,,,,,,,,,
50191,Vote by Mail,1330,379,28.50 %,,,2,,,,,,,,,,
50191,Polling Place,1330,261,19.62 %,,,,,,,,,,,,,
50191,Total,1330,640,48.12 %,,,2,,,,,,,,,,
50192,Vote by Mail,35,16,45.71 %,,,,,,,,,,,,,
50192,Polling Place,35,3,8.57 %,,,,,,,,,,,,,
50192,Total,35,19,54.29 %,,,,,,,,,,,,,
50201,Vote by Mail,1131,321,28.38 %,,,,,,,,,,,,,
50201,Polling Place,1131,228,20.16 %,,,5,,,,,,,,,,
50201,Total,1131,549,48.54 %,,,5,,,,,,,,,,
50204,Vote by Mail,16,6,37.50 %,,,,,,,,,,,,,
50204,Polling Place,16,0,0.00 %,,,,,,,,,,,,,
50204,Total,16,6,37.50 %,,,,,,,,,,,,,
50211,Vote by Mail,1040,331,31.83 %,,,,,,,,,,,,,
50211,Polling Place,1040,194,18.65 %,,,,,,,,,,,,,
50211,Total,1040,525,50.48 %,,,,,,,,,,,,,
50221,Vote by Mail,688,226,32.85 %,,,,,,,,,,,,,
50221,Polling Place,688,122,17.73 %,,,1,,,,,,,,,,
50221,Total,688,348,50.58 %,,,1,,,,,,,,,,
50232,Vote by Mail,743,241,32.44 %,,,,,,,,,,,,,
50232,Polling Place,743,76,10.23 %,,,1,,,,,,,,,,
50232,Total,743,317,42.66 %,,,1,,,,,,,,,,
50235,Vote by Mail,828,315,38.04 %,,,2,,,,,,,,,,
50235,Polling Place,828,66,7.97 %,,,,,,,,,,,,,
50235,Total,828,381,46.01 %,,,2,,,,,,,,,,
50284,Vote by Mail,11,5,45.45 %,,,,,,,,,,,,,
50284,Polling Place,11,0,0.00 %,,,,,,,,,,,,,
50284,Total,11,5,45.45 %,,,,,,,,,,,,,
50287,Vote by Mail,6,4,66.67 %,,,,,,,,,,,,,
50287,Polling Place,6,0,0.00 %,,,,,,,,,,,,,
50287,Total,6,4,66.67 %,,,,,,,,,,,,,
50297,Vote by Mail,1,1,100.00 %,,,,,,,,,,,,,
50297,Polling Place,1,0,0.00 %,,,,,,,,,,,,,
50297,Total,1,1,100.00 %,,,,,,,,,,,,,
50301,Vote by Mail,326,125,38.34 %,,,1,,,,,,,,,,
50301,Polling Place,326,14,4.29 %,,,,,,,,,,,,,
50301,Total,326,139,42.64 %,,,1,,,,,,,,,,
50341,Vote by Mail,630,163,25.87 %,,,,,,,,,,,,,
50341,Polling Place,630,88,13.97 %,,,,,,,,,,,,,
50341,Total,630,251,39.84 %,,,,,,,,,,,,,
50381,Vote by Mail,792,285,35.98 %,,,,,,,,,,,,,
50381,Polling Place,792,80,10.10 %,,,,,,,,,,,,,
50381,Total,792,365,46.09 %,,,,,,,,,,,,,
50434,Vote by Mail,98,49,50.00 %,,,,,,,,,,,,,
50434,Polling Place,98,1,1.02 %,,,,,,,,,,,,,
50434,Total,98,50,51.02 %,,,,,,,,,,,,,
50480,Vote by Mail,848,281,33.14 %,,,,,,,,,,,,,
50480,Polling Place,848,75,8.84 %,,,,,,,,,,,,,
50480,Total,848,356,41.98 %,,,,,,,,,,,,,
50492,Vote by Mail,86,44,51.16 %,,,,,,,,,,,,,
50492,Polling Place,86,3,3.49 %,,,,,,,,,,,,,
50492,Total,86,47,54.65 %,,,,,,,,,,,,,
50494,Vote by Mail,4,2,50.00 %,,,,,,,,,,,,,
50494,Polling Place,4,1,25.00 %,,,,,,,,,,,,,
50494,Total,4,3,75.00 %,,,,,,,,,,,,,
50502,Vote by Mail,35,12,34.29 %,,,,,,,,,,,,,
50502,Polling Place,35,0,0.00 %,,,,,,,,,,,,,
50502,Total,35,12,34.29 %,,,,,,,,,,,,,
50521,Vote by Mail,733,244,33.29 %,,,,,,,,,,,,,
50521,Polling Place,733,110,15.01 %,,,,,,,,,,,,,
50521,Total,733,354,48.29 %,,,,,,,,,,,,,
51010,Vote by Mail,1533,421,27.46 %,,,,,,,,,,,,,
51010,Polling Place,1533,268,17.48 %,,,1,,,,,,,,,,
51010,Total,1533,689,44.94 %,,,1,,,,,,,,,,
51080,Vote by Mail,1632,612,37.50 %,,,1,,,,,,,,,,
51080,Polling Place,1632,339,20.77 %,,,,,,,,,,,,,
51080,Total,1632,951,58.27 %,,,1,,,,,,,,,,
51090,Vote by Mail,1708,609,35.66 %,,,,,,,,,,,,,
51090,Polling Place,1708,397,23.24 %,,,,,,,,,,,,,
51090,Total,1708,1006,58.90 %,,,,,,,,,,,,,
51620,Vote by Mail,221,165,74.66 %,,,,,,,,,,,,,
51620,Polling Place,221,8,3.62 %,,,,,,,,,,,,,
51620,Total,221,173,78.28 %,,,,,,,,,,,,,
54010,Vote by Mail,1027,290,28.24 %,,,1,,,,,,,,,,
54010,Polling Place,1027,192,18.70 %,,,,,,,,,,,,,
54010,Total,1027,482,46.93 %,,,1,,,,,,,,,,
54020,Vote by Mail,540,191,35.37 %,,,,,,,,,,,,,
54020,Polling Place,540,60,11.11 %,,,,,,,,,,,,,
54020,Total,540,251,46.48 %,,,,,,,,,,,,,
54031,Vote by Mail,1273,359,28.20 %,,,1,,,,,,,,,,
54031,Polling Place,1273,179,14.06 %,,,,,,,,,,,,,
54031,Total,1273,538,42.26 %,,,1,,,,,,,,,,
54051,Vote by Mail,1610,510,31.68 %,,,1,,,,,,,,,,
54051,Polling Place,1610,234,14.53 %,,,,,,,,,,,,,
54051,Total,1610,744,46.21 %,,,1,,,,,,,,,,
54061,Vote by Mail,973,243,24.97 %,,,,,,,,,,,,,
54061,Polling Place,973,130,13.36 %,,,,,,,,,,,,,
54061,Total,973,373,38.34 %,,,,,,,,,,,,,
54070,Vote by Mail,1248,385,30.85 %,,,,,,,,,,,,,
54070,Polling Place,1248,195,15.63 %,,,,,,,,,,,,,
54070,Total,1248,580,46.47 %,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Total - Vote by Mail,,163526,52217,31.93 %,,,132,,,,,,,,,,
Total - Polling Place,,163526,28257,17.28 %,,,61,,,,,,,,,,
Contest Total,,163526,80474,49.21 %,,,193,,,,,,,,,,